species_key,common_name,scientific_name,entry_type,category_slug,output_filename,prompt,negative_prompt,metadata_license,notes
diamond-tetra_species,Diamond Tetra,Moenkhausia pittieri,species,tetra,diamond-tetra_species.jpg,"Realistic aquarium photograph style image of a Diamond Tetra fish (Moenkhausia pittieri), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
emperor-tetra_species,Emperor Tetra,Nematobrycon palmeri,species,tetra,emperor-tetra_species.jpg,"Realistic aquarium photograph style image of a Emperor Tetra fish (Nematobrycon palmeri), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
black-emperor-tetra_species,Black Emperor Tetra,Nematobrycon amphiloxus,species,tetra,black-emperor-tetra_species.jpg,"Realistic aquarium photograph style image of a Black Emperor Tetra fish (Nematobrycon amphiloxus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
congo-tetra_species,Congo Tetra,Phenacogrammus interruptus,species,tetra,congo-tetra_species.jpg,"Realistic aquarium photograph style image of a Congo Tetra fish (Phenacogrammus interruptus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
x-ray-tetra_species,X-Ray Tetra,Pristella maxillaris,species,tetra,x-ray-tetra_species.jpg,"Realistic aquarium photograph style image of a X-Ray Tetra fish (Pristella maxillaris), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
bloodfin-tetra_species,Bloodfin Tetra,Aphyocharax anisitsi,species,tetra,bloodfin-tetra_species.jpg,"Realistic aquarium photograph style image of a Bloodfin Tetra fish (Aphyocharax anisitsi), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
silvertip-tetra_species,Silvertip Tetra,Hasemania nana,species,tetra,silvertip-tetra_species.jpg,"Realistic aquarium photograph style image of a Silvertip Tetra fish (Hasemania nana), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
head-and-tail-light-tetra_species,Head and Tail Light Tetra,Hemigrammus ocellifer,species,tetra,head-and-tail-light-tetra_species.jpg,"Realistic aquarium photograph style image of a Head and Tail Light Tetra fish (Hemigrammus ocellifer), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
penguin-tetra_species,Penguin Tetra,Thayeria boehlkei,species,tetra,penguin-tetra_species.jpg,"Realistic aquarium photograph style image of a Penguin Tetra fish (Thayeria boehlkei), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
black-phantom-tetra_species,Black Phantom Tetra,Hyphessobrycon megalopterus,species,tetra,black-phantom-tetra_species.jpg,"Realistic aquarium photograph style image of a Black Phantom Tetra fish (Hyphessobrycon megalopterus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
red-phantom-tetra_species,Red Phantom Tetra,Hyphessobrycon sweglesi,species,tetra,red-phantom-tetra_species.jpg,"Realistic aquarium photograph style image of a Red Phantom Tetra fish (Hyphessobrycon sweglesi), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
bleeding-heart-tetra_species,Bleeding Heart Tetra,Hyphessobrycon erythrostigma,species,tetra,bleeding-heart-tetra_species.jpg,"Realistic aquarium photograph style image of a Bleeding Heart Tetra fish (Hyphessobrycon erythrostigma), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
rosy-tetra_species,Rosy Tetra,Hyphessobrycon rosaceus,species,tetra,rosy-tetra_species.jpg,"Realistic aquarium photograph style image of a Rosy Tetra fish (Hyphessobrycon rosaceus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
flame-tetra_species,Flame Tetra,Hyphessobrycon flammeus,species,tetra,flame-tetra_species.jpg,"Realistic aquarium photograph style image of a Flame Tetra fish (Hyphessobrycon flammeus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
green-fire-tetra_species,Green Fire Tetra,Aphyocharax rathbuni,species,tetra,green-fire-tetra_species.jpg,"Realistic aquarium photograph style image of a Green Fire Tetra fish (Aphyocharax rathbuni), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
gold-tetra_species,Gold Tetra,Hemigrammus rodwayi,species,tetra,gold-tetra_species.jpg,"Realistic aquarium photograph style image of a Gold Tetra fish (Hemigrammus rodwayi), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
ruby-tetra_species,Ruby Tetra,Axelrodia riesei,species,tetra,ruby-tetra_species.jpg,"Realistic aquarium photograph style image of a Ruby Tetra fish (Axelrodia riesei), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
cochus-blue-tetra_species,Cochu's Blue Tetra,Boehlkea fredcochui,species,tetra,cochus-blue-tetra_species.jpg,"Realistic aquarium photograph style image of a Cochu's Blue Tetra fish (Boehlkea fredcochui), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
blue-tetra_variety,Blue Tetra,Boehlkea fredcochui,variety,tetra,blue-tetra_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Blue Tetra (Boehlkea fredcochui), side profile, visible traits: blue, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
candy-cane-tetra_species,Candy Cane Tetra,Hyphessobrycon bentosi,species,tetra,candy-cane-tetra_species.jpg,"Realistic aquarium photograph style image of a Candy Cane Tetra fish (Hyphessobrycon bentosi), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
green-tiger-barb_variety,Green Tiger Barb,Puntigrus tetrazona,variety,barb,green-tiger-barb_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Green Tiger Barb (Puntigrus tetrazona), side profile, visible traits: green, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
albino-tiger-barb_variety,Albino Tiger Barb,Puntigrus tetrazona,variety,barb,albino-tiger-barb_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Albino Tiger Barb (Puntigrus tetrazona), side profile, visible traits: pale albino coloring with red eyes, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
rosy-barb_species,Rosy Barb,Pethia conchonius,species,barb,rosy-barb_species.jpg,"Realistic aquarium photograph style image of a Rosy Barb fish (Pethia conchonius), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
golden-barb_species,Golden Barb,Pethia semifasciolata,species,barb,golden-barb_species.jpg,"Realistic aquarium photograph style image of a Golden Barb fish (Pethia semifasciolata), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
odessa-barb_species,Odessa Barb,Pethia padamya,species,barb,odessa-barb_species.jpg,"Realistic aquarium photograph style image of a Odessa Barb fish (Pethia padamya), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
checker-barb_species,Checker Barb,Oliotius oligolepis,species,barb,checker-barb_species.jpg,"Realistic aquarium photograph style image of a Checker Barb fish (Oliotius oligolepis), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
denison-barb_species,Denison Barb,Sahyadria denisonii,species,barb,denison-barb_species.jpg,"Realistic aquarium photograph style image of a Denison Barb fish (Sahyadria denisonii), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
tinfoil-barb_species,Tinfoil Barb,Barbonymus schwanenfeldii,species,barb,tinfoil-barb_species.jpg,"Realistic aquarium photograph style image of a Tinfoil Barb fish (Barbonymus schwanenfeldii), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
red-tail-tinfoil-barb_variety,Red-tail Tinfoil Barb,Barbonymus schwanenfeldii,variety,barb,red-tail-tinfoil-barb_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Red-tail Tinfoil Barb (Barbonymus schwanenfeldii), side profile, visible traits: red, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
bala-shark_species,Bala Shark,Balantiocheilos melanopterus,species,barb,bala-shark_species.jpg,"Realistic aquarium photograph style image of a Bala Shark fish (Balantiocheilos melanopterus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
rainbow-shark_species,Rainbow Shark,Epalzeorhynchos frenatum,species,barb,rainbow-shark_species.jpg,"Realistic aquarium photograph style image of a Rainbow Shark fish (Epalzeorhynchos frenatum), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
red-tail-black-shark_species,Red Tail Black Shark,Epalzeorhynchos bicolor,species,barb,red-tail-black-shark_species.jpg,"Realistic aquarium photograph style image of a Red Tail Black Shark fish (Epalzeorhynchos bicolor), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
flying-fox_species,Flying Fox,Epalzeorhynchos kalopterus,species,barb,flying-fox_species.jpg,"Realistic aquarium photograph style image of a Flying Fox fish (Epalzeorhynchos kalopterus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
siamese-algae-eater_species,Siamese Algae Eater,Crossocheilus oblongus,species,barb,siamese-algae-eater_species.jpg,"Realistic aquarium photograph style image of a Siamese Algae Eater fish (Crossocheilus oblongus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
chinese-algae-eater_species,Chinese Algae Eater,Gyrinocheilus aymonieri,species,barb,chinese-algae-eater_species.jpg,"Realistic aquarium photograph style image of a Chinese Algae Eater fish (Gyrinocheilus aymonieri), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
spanner-barb_species,Spanner Barb,Puntius lateristriga,species,barb,spanner-barb_species.jpg,"Realistic aquarium photograph style image of a Spanner Barb fish (Puntius lateristriga), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
lampam_species,Lampam,Barbonymus gonionotus,species,barb,lampam_species.jpg,"Realistic aquarium photograph style image of a Lampam fish (Barbonymus gonionotus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
tengas_species,Tengas,Cyclocheilichthys apogon,species,barb,tengas_species.jpg,"Realistic aquarium photograph style image of a Tengas fish (Cyclocheilichthys apogon), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
kelah-malaysian-mahseer_species,Kelah / Malaysian Mahseer,Tor tambroides,species,barb,kelah-malaysian-mahseer_species.jpg,"Realistic aquarium photograph style image of a Kelah / Malaysian Mahseer fish (Tor tambroides), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
sebarau-hampala-barb_species,Sebarau / Hampala Barb,Hampala macrolepidota,species,barb,sebarau-hampala-barb_species.jpg,"Realistic aquarium photograph style image of a Sebarau / Hampala Barb fish (Hampala macrolepidota), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
silver-sharkminnow_species,Silver Sharkminnow,Luciosoma bleekeri,species,barb,silver-sharkminnow_species.jpg,"Realistic aquarium photograph style image of a Silver Sharkminnow fish (Luciosoma bleekeri), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
lambchop-rasbora_species,Lambchop Rasbora,Trigonostigma espei,species,rasbora,lambchop-rasbora_species.jpg,"Realistic aquarium photograph style image of a Lambchop Rasbora fish (Trigonostigma espei), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
glowlight-rasbora_species,Glowlight Rasbora,Trigonostigma hengeli,species,rasbora,glowlight-rasbora_species.jpg,"Realistic aquarium photograph style image of a Glowlight Rasbora fish (Trigonostigma hengeli), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
phoenix-rasbora_species,Phoenix Rasbora,Boraras merah,species,rasbora,phoenix-rasbora_species.jpg,"Realistic aquarium photograph style image of a Phoenix Rasbora fish (Boraras merah), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
dwarf-rasbora_species,Dwarf Rasbora,Boraras maculatus,species,rasbora,dwarf-rasbora_species.jpg,"Realistic aquarium photograph style image of a Dwarf Rasbora fish (Boraras maculatus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
strawberry-rasbora_species,Strawberry Rasbora,Boraras naevus,species,rasbora,strawberry-rasbora_species.jpg,"Realistic aquarium photograph style image of a Strawberry Rasbora fish (Boraras naevus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
scissortail-rasbora_species,Scissortail Rasbora,Rasbora trilineata,species,rasbora,scissortail-rasbora_species.jpg,"Realistic aquarium photograph style image of a Scissortail Rasbora fish (Rasbora trilineata), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
brilliant-rasbora_species,Brilliant Rasbora,Rasbora einthovenii,species,rasbora,brilliant-rasbora_species.jpg,"Realistic aquarium photograph style image of a Brilliant Rasbora fish (Rasbora einthovenii), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
clown-rasbora_species,Clown Rasbora,Rasbora kalochroma,species,rasbora,clown-rasbora_species.jpg,"Realistic aquarium photograph style image of a Clown Rasbora fish (Rasbora kalochroma), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
red-tailed-rasbora_species,Red-tailed Rasbora,Rasbora borapetensis,species,rasbora,red-tailed-rasbora_species.jpg,"Realistic aquarium photograph style image of a Red-tailed Rasbora fish (Rasbora borapetensis), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
emerald-dwarf-rasbora_species,Emerald Dwarf Rasbora,Microdevario kubotai,species,rasbora,emerald-dwarf-rasbora_species.jpg,"Realistic aquarium photograph style image of a Emerald Dwarf Rasbora fish (Microdevario kubotai), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
leopard-danio_variety,Leopard Danio,Danio rerio,variety,rasbora,leopard-danio_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Leopard Danio (Danio rerio), side profile, visible traits suggested by the common name, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
pearl-danio_species,Pearl Danio,Danio albolineatus,species,rasbora,pearl-danio_species.jpg,"Realistic aquarium photograph style image of a Pearl Danio fish (Danio albolineatus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
giant-danio_species,Giant Danio,Devario aequipinnatus,species,rasbora,giant-danio_species.jpg,"Realistic aquarium photograph style image of a Giant Danio fish (Devario aequipinnatus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
glowlight-danio_species,Glowlight Danio,Danio choprai,species,rasbora,glowlight-danio_species.jpg,"Realistic aquarium photograph style image of a Glowlight Danio fish (Danio choprai), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
medaka_species,Medaka,Oryzias latipes,species,rasbora,medaka_species.jpg,"Realistic aquarium photograph style image of a Medaka fish (Oryzias latipes), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
platinum-medaka_variety,Platinum Medaka,Oryzias latipes,variety,rasbora,platinum-medaka_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Platinum Medaka (Oryzias latipes), side profile, visible traits: platinum, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
black-medaka_variety,Black Medaka,Oryzias latipes,variety,rasbora,black-medaka_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Black Medaka (Oryzias latipes), side profile, visible traits: black, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
gold-white-cloud-mountain-minnow_variety,Gold White Cloud Mountain Minnow,Tanichthys albonubes,variety,rasbora,gold-white-cloud-mountain-minnow_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Gold White Cloud Mountain Minnow (Tanichthys albonubes), side profile, visible traits: white, gold, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
white-cloud-mountain-minnow_species,White Cloud Mountain Minnow,Tanichthys albonubes,species,rasbora,white-cloud-mountain-minnow_species.jpg,"Realistic aquarium photograph style image of a White Cloud Mountain Minnow fish (Tanichthys albonubes), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
daisys-ricefish_species,Daisy's Ricefish,Oryzias woworae,species,rasbora,daisys-ricefish_species.jpg,"Realistic aquarium photograph style image of a Daisy's Ricefish fish (Oryzias woworae), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
altum-angelfish_species,Altum Angelfish,Pterophyllum altum,species,angelfish,altum-angelfish_species.jpg,"Realistic aquarium photograph style image of a Altum Angelfish fish (Pterophyllum altum), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
